PRICE,YEAR,MILEAGE,CITY,STATE,MAKE,MODEL
12980,2008,68499,36,29,7,2268
46950,2009,21967,217,30,7,2268
52500,2007,26325,223,18,7,2268
119950,2013,38996,220,18,7,2268
55490,2008,61088,395,40,7,2268
28900,2017,21094,416,6,7,2268
18834,2014,43887,31,18,7,2268
17999,2014,32577,395,19,7,2268
19293,2014,8803,63,1,7,2268
18543,2015,20213,31,19,7,2268
17950,2015,22352,339,2,7,2268
16397,2015,43671,414,9,7,2268
19497,2014,17994,86,1,7,2268
16890,2014,35512,299,10,7,2268
16950,2014,45607,602,24,7,2268
18000,2013,30859,223,9,7,2268
17500,2015,22912,111,10,7,2268
15250,2014,34011,342,14,7,2268
19950,2015,4661,427,13,7,2268
17897,2015,19211,130,17,7,2268
15312,2014,35126,40,5,7,2268
15321,2013,40722,342,14,7,2268
15471,2013,44310,140,14,7,2268
18940,2016,11448,1006,5,7,2268
17500,2016,22104,243,3,7,2268
16400,2016,32810,387,29,7,2268
15816,2015,43366,129,1,7,2268
16430,2015,15010,194,11,7,2268
15988,2013,30092,320,15,7,2268
20990,2016,17864,21,19,7,2268
13995,2010,57247,163,35,7,2268
6900,2005,82100,321,18,7,2268
3917,2001,148377,315,5,7,2268
10285,2012,144462,26,5,7,2268
18795,2010,62302,644,22,7,2268
17489,2013,42195,103,14,7,2268
18099,2014,33536,63,10,7,2268
10573,2007,92364,58,21,7,2268
3900,2004,191380,610,21,7,2268
5999,2007,159687,625,29,7,2268
40790,2013,51785,140,1,7,2268
35999,2011,51223,30,3,7,2268
25995,2012,77930,99,9,7,2268
21990,2013,70973,386,9,7,2268
15963,2011,85763,81,41,7,2268
21500,2012,63101,221,14,7,2268
61900,2018,4820,31,5,7,2268
59552,2017,9037,395,17,7,2268
40995,2016,21950,70,5,7,2268
40957,2016,19768,98,18,7,2268
16400,2013,71559,178,1,7,2268
28449,2016,21569,88,5,7,2268
19975,2013,56623,1996,29,7,2268
46979,2017,4102,174,9,7,2268
27537,2014,40220,161,5,7,2268
47899,2017,6094,91,19,7,2268
36998,2017,16022,151,3,7,2268
47495,2017,4861,102,17,7,2268
28500,2014,28714,639,1,7,2268
21056,2013,78496,1314,15,7,2268
48945,2017,8309,128,2,7,2268
24890,2014,59343,422,1,7,2268
51000,2015,13667,48,10,7,2268
34489,2015,56811,53,5,7,2268
37998,2014,39594,471,2,7,2268
52613,2017,13784,585,1,7,2268
52871,2016,7816,363,3,7,2268
41000,2015,19440,625,24,7,2268
36750,2014,31904,186,41,7,2268
59990,2017,2634,323,39,7,2268
61999,2017,4790,158,5,7,2268
20500,2010,88195,395,33,7,2268
27995,2012,56584,145,20,7,2268
15490,2009,94801,23,29,7,2268
14999,2007,93579,1822,19,7,2268
13995,2009,100573,380,9,7,2268
15999,2009,80572,252,3,7,2268
8300,2002,120388,683,9,7,2268
7995,2006,108576,417,5,7,2268
7498,2004,134572,77,19,7,2268
33500,2016,14620,551,21,7,2268
28991,2015,44348,303,21,7,2268
26490,2015,28413,195,38,7,2268
32984,2017,9353,185,41,7,2268
28784,2016,25050,83,1,7,2268
25987,2015,39754,135,10,7,2268
21116,2013,54925,462,14,7,2268
21995,2014,61887,86,38,7,2268
18000,2013,94671,227,16,7,2268
30995,2016,19248,313,35,7,2268
26000,2015,35282,25,16,7,2268
10495,2008,92157,96,5,7,2268
14114,2010,88257,645,22,7,2268
9495,2009,135020,552,18,7,2268
6985,2008,166952,315,5,7,2268
5995,2004,123986,140,18,7,2268
8989,2007,135157,175,29,7,2268
15695,2011,86824,182,1,7,2268
16787,2011,68357,510,13,7,2268
40990,2016,26023,413,17,7,2268
45739,2017,3222,333,15,7,2268
33900,2015,33844,395,19,7,2268
34988,2014,18758,371,9,7,2268
43498,2016,152,395,11,7,2268
31491,2014,38733,395,5,7,2268
25655,2015,83859,632,9,7,2268
31950,2014,31496,651,41,7,2268
31000,2015,47662,674,1,7,2268
39850,2016,13244,412,2,7,2268
30991,2015,65295,299,9,7,2268
34255,2015,36514,220,1,7,2268
34125,2016,41739,86,19,7,2268
32770,2015,27275,65,1,7,2268
7995,1999,107781,404,1,7,2268
8995,2004,86892,553,15,7,2268
7500,2005,128201,632,6,7,2268
11995,2003,48262,153,31,7,2268
7672,2007,118922,386,5,7,2268
13000,2010,152981,647,9,7,2268
17900,2011,88712,340,35,7,2268
18066,2013,98795,317,9,7,2268
19988,2011,70188,237,24,7,2268
10997,2007,149165,342,18,7,2268
10998,2007,130973,111,1,7,2268
16990,2009,70388,330,2,7,2268
12495,2008,95812,351,10,7,2268
9495,2006,144334,186,14,7,2268
7990,2004,149156,372,16,7,2268
6698,2006,145489,315,9,7,2268
6500,2007,95203,172,9,7,2268
4981,2005,109209,1707,39,7,2268
1933,2002,162012,206,41,7,2268
22000,2017,15320,26,1,7,2268
16888,2015,74553,283,13,7,2268
16995,2015,43918,33,1,7,2268
15444,2014,47655,439,32,7,2268
18445,2014,21496,87,1,7,2268
16940,2015,57355,50,9,7,2268
18887,2016,20131,431,10,7,2268
17995,2014,19054,326,25,7,2268
10000,2011,79279,506,14,7,2268
29999,2017,5605,569,15,7,2268
19399,2016,4526,412,41,7,2268
17920,2016,12879,81,21,7,2268
14500,2014,29307,307,31,7,2268
21193,2016,2061,433,27,7,2268
12995,2015,42398,632,10,7,2268
16995,2016,14569,528,1,7,2268
10524,2014,57400,201,5,7,2268
11799,2013,47388,576,4,7,2268
10988,2009,48890,334,9,7,2268
8000,2008,59169,321,9,7,2268
11095,2008,109920,1420,28,7,2268
7480,2007,111720,596,5,7,2268
23539,2015,37867,578,1,7,2268
18950,2013,15665,53,11,7,2268
13269,2010,34808,68,1,7,2268
8800,2010,152405,54,25,7,2268
11418,2011,113000,632,18,7,2268
13998,2012,51551,342,19,7,2268
18995,2012,38070,255,33,7,2268
9229,2011,97509,396,28,7,2268
18299,2015,51250,339,16,7,2268
20842,2016,33362,1560,17,7,2268
22975,2014,24355,444,3,7,2268
15900,2014,36246,26,28,7,2268
18349,2015,30799,119,19,7,2268
19300,2015,16953,395,21,7,2268
31497,2016,19359,6,1,7,2268
25979,2015,27278,199,14,7,2268
24915,2015,38937,174,27,7,2268
28735,2016,10853,335,37,7,2268
20599,2015,44084,412,4,7,2268
28621,2017,3076,648,4,7,2268
24000,2013,19607,106,5,7,2268
16687,2012,69901,422,15,7,2268
19322,2012,41591,422,17,7,2268
6499,2005,107736,61,6,7,2268
7996,2006,105408,335,19,7,2268
6450,2006,140478,434,2,7,2268
7995,2005,103469,28,5,7,2268
5999,2005,220000,323,1,7,2268
10500,2008,103225,82,38,7,2268
15495,2011,100534,292,14,7,2268
11393,2012,132674,335,27,7,2268
14495,2012,80601,293,2,7,2268
21990,2014,31371,286,19,7,2268
13598,2012,112042,201,10,7,2268
169777,2017,377,167,17,7,2268
23994,2017,12267,514,12,7,2268
23000,2017,3771,326,13,7,2268
19000,2016,37578,331,19,7,2268
26990,2017,378,359,30,7,2268
29833,2016,56,641,25,7,2268
37700,2017,4505,1260,22,7,2267
21995,2011,30476,333,1,7,2267
49980,2016,26500,331,1,7,2267
24995,2016,25595,1654,9,7,2267
37797,2014,31003,579,1,7,2267
32999,2014,29142,197,1,7,2267
15945,2015,12933,348,5,7,2267
19999,2014,21232,248,9,7,2267
28990,2012,57756,59,29,7,2267
44964,2017,15640,192,4,7,2267
38986,2016,27786,104,17,7,2267
38999,2016,32638,133,14,7,2267
28276,2015,45823,342,41,7,2267
11981,2011,121568,137,38,7,2267
39488,2016,23977,297,40,7,2267
32999,2016,7361,473,25,7,2266
45000,2015,18962,64,5,7,2266
14995,2009,60721,331,12,7,2266
33357,2014,25398,289,29,7,2266
28581,2014,24958,593,1,7,2266
18472,2014,63105,158,28,7,2266
21494,2014,31669,88,31,7,2266
22750,2015,18111,579,1,7,2266
16889,2014,10587,362,15,7,2266
6929,2007,134239,596,5,7,2266
44833,2015,31926,51,9,7,2266
44771,2018,2423,385,29,7,2266
20900,2014,34899,229,5,7,2265
8490,2008,86115,195,24,7,2265
7295,2007,134869,319,29,7,2265
21000,2014,57561,551,6,7,2265
32492,2014,43537,164,1,7,2265
28950,2014,46984,83,1,7,2265
23297,2014,31914,910,17,7,2265
27931,2014,35955,550,29,7,2265
20900,2014,23006,555,13,7,2265
19499,2014,26639,415,11,7,2265
22991,2013,20583,50,9,7,2265
14995,2004,78108,1665,17,7,2265
12995,2011,107335,128,14,7,2265
19399,2014,36637,262,15,7,2265
17584,2015,37086,426,2,7,2265
18100,2015,6156,580,2,7,2265
9799,2009,115497,405,19,7,2265
22499,2013,42724,592,29,7,2265
37993,2017,16707,59,1,7,2265
30435,2014,29179,342,22,7,2265
53800,2017,8887,1456,29,7,2265
26198,2015,39208,26,14,7,2265
15997,2010,105677,596,2,7,2265
16800,2010,71884,964,35,7,2265
9499,2005,16432,122,15,7,2265
18588,2016,43599,341,5,7,2265
14445,2011,56940,230,21,7,2265
13395,2013,93204,62,9,7,2265
28950,2017,6830,77,33,7,2265
20881,2014,24249,415,10,7,2264
21881,2014,9577,293,19,7,2264
25494,2009,65298,25,31,7,2264
39117,2011,43920,438,29,7,2264
14900,2009,35970,75,17,7,2264
10500,2009,79837,87,5,7,2264
11693,2009,114684,233,9,7,2264
8552,2006,169843,316,9,7,2264
19999,2012,48643,254,27,7,2264
21995,2012,78984,285,1,7,2264
30125,2013,59676,104,19,7,2264
14900,2011,109259,437,17,7,2264
3499,2004,146672,368,9,7,2264
7995,2005,89593,416,9,7,2264
22490,2014,33192,86,12,7,2264
15990,2012,80768,796,28,7,2264
13623,2012,84775,323,2,7,2264
31795,2012,59130,26,14,7,2264
36999,2017,5152,243,19,7,2264
40984,2015,24966,728,5,7,2264
33988,2014,21060,263,9,7,2264
27759,2014,54588,317,13,7,2264
24954,2014,44748,566,9,7,2264
33476,2014,44007,82,30,7,2264
33400,2014,5208,36,9,7,2264
31495,2014,33719,463,10,7,2264
19999,2014,52418,268,41,7,2264
23027,2014,28321,359,42,7,2264
25900,2014,24670,396,10,7,2264
21994,2013,27707,131,9,7,2264
21988,2014,31283,447,3,7,2264
23944,2014,20050,397,9,7,2264
19290,2015,39223,6,17,7,2264
26587,2014,42333,1641,19,7,2264
30880,2017,15658,331,2,7,2264
27995,2014,45093,252,9,7,2264
35712,2017,6413,321,9,7,2264
21995,2014,24352,188,16,7,2264
29995,2012,59817,362,5,7,2264
23000,2013,50155,22,10,7,2264
24995,2014,56195,83,1,7,2264
10998,2007,125015,67,36,7,2264
10998,2011,66600,63,5,7,2264
30848,2016,7194,120,18,7,2264
22997,2016,10937,636,29,7,2264
31551,2017,5,288,10,7,2264
19969,2017,16025,418,9,7,2264
20900,2015,3994,26,19,7,2264
6844,2002,100556,163,18,7,2264
27998,2013,42150,25,12,7,2264
35988,2015,15413,176,17,7,2264
52686,2017,4367,905,10,7,2264
53895,2017,6983,201,4,7,2264
38997,2014,44310,571,1,7,2264
47900,2015,34556,167,28,7,2264
52435,2015,9449,424,2,7,2264
36395,2015,39250,56,16,7,2264
9990,2008,124421,312,2,7,2264
13811,2010,116870,1535,5,7,2264
4895,2006,193765,59,21,7,2264
33995,2016,10443,350,5,7,2264
16395,2007,123861,2064,1,7,2264
15995,2012,62347,635,28,7,2264
17469,2012,16508,758,1,7,2264
17990,2014,49498,384,27,7,2264
21987,2015,29903,455,22,7,2264
9999,2007,150965,197,19,7,2264
16777,2014,21090,636,14,7,2263
24995,2016,38190,43,9,7,2263
44990,2015,39350,262,17,7,2263
16588,2015,51659,26,29,7,2263
22589,2014,44531,277,28,7,2263
11950,2009,66288,365,17,7,2263
9999,2006,94931,5,9,7,2263
12917,2004,111793,296,15,7,2263
19995,2011,74492,268,7,7,2263
19995,2011,73147,539,26,7,2263
15950,2011,93796,417,11,7,2263
54993,2017,4785,229,1,7,2263
23995,2012,74971,192,22,7,2263
34988,2017,6892,178,22,7,2263
39250,2017,4635,105,24,7,2263
39367,2017,7128,29,2,7,2263
51499,2017,7246,172,1,7,2263
38505,2015,31849,324,17,7,2263
32988,2014,23385,176,5,7,2263
29998,2014,28443,110,28,7,2263
44995,2015,22257,61,19,7,2263
33698,2014,35187,135,24,7,2263
31000,2014,17083,366,9,7,2263
17499,2013,48636,2048,21,7,2263
30590,2014,31691,356,18,7,2263
23997,2013,50484,299,1,7,2263
22750,2015,33590,626,27,7,2263
22290,2015,50540,382,35,7,2263
22834,2014,24810,242,34,7,2263
28888,2012,58332,40,5,7,2263
7900,2005,145148,1822,1,7,2263
21450,2012,44063,78,6,7,2263
17495,2010,65300,380,2,7,2263
25500,2014,46806,243,11,7,2263
8950,2009,118755,331,18,7,2263
29988,2015,27442,99,17,7,2263
12490,2012,85559,92,5,7,2263
23854,2014,34388,59,17,7,2263
40690,2015,14296,140,3,7,2263
34493,2015,18890,394,1,7,2263
21990,2012,44296,82,41,7,2263
26988,2012,46518,59,38,7,2263
25495,2017,6129,116,10,7,2263
32888,2011,61767,229,29,7,2263
31989,2011,68834,439,1,7,2263
28955,2013,50018,391,19,7,2263
27450,2016,39987,1815,23,7,2263
29901,2014,67461,233,29,7,2263
31300,2016,52309,331,9,7,2263
7295,2005,102185,636,3,7,2263
36995,2017,3782,796,17,7,2263
30995,2015,29800,1996,10,7,2263
20999,2015,51830,194,5,7,2263
14200,2012,102693,343,17,7,2263
29989,2014,35058,289,9,7,2263
46000,2017,6236,440,6,7,2263
30511,2015,69817,1488,5,7,2263
31993,2016,45580,586,12,7,2263
19970,2017,21356,89,32,7,2263
15888,2016,27491,31,5,7,2263
11000,2014,43947,202,35,7,2263
8500,2008,86500,92,9,7,2263
19495,2014,28527,333,5,7,2263
17990,2015,41172,385,6,7,2263
24998,2015,34342,172,2,7,2263
24997,2015,37219,734,3,7,2263
26490,2016,12062,1857,2,7,2263
8000,2008,144151,303,15,7,2263
8900,2005,67474,94,11,7,2263
9499,2008,82225,341,9,7,2263
8595,2006,98890,704,1,7,2263
14446,2012,92344,1521,9,7,2263
14997,2013,99174,1530,19,7,2263
10894,2010,135325,174,1,7,2263
51587,2013,11681,602,28,7,2262
12689,2010,82398,412,38,7,2262
19799,2011,60329,425,15,7,2262
14985,2011,86619,158,9,7,2262
23900,2012,68892,335,41,7,2262
14777,2010,62169,185,24,7,2262
35998,2014,30580,106,21,7,2262
24094,2014,14091,301,38,7,2262
9995,2007,64326,54,10,7,2262
13995,2009,62716,314,29,7,2262
19775,2014,46279,1409,4,7,2262
9888,2006,96182,158,15,7,2262
22991,2013,58777,357,32,7,2262
31999,2014,68742,323,5,7,2262
8995,2008,91283,31,9,7,2262
16999,2013,76022,92,17,7,2262
39991,2016,16731,247,41,7,2262
32989,2014,30458,59,15,7,2262
19000,2012,42986,220,11,7,2262
19800,2014,41205,1285,5,7,2262
9998,2008,128180,245,28,7,2261
49900,2014,44449,26,9,7,2261
38895,2015,32794,802,15,7,2261
42895,2014,31217,1527,9,7,2261
42900,2014,28995,301,2,7,2261
20500,2013,53913,220,28,7,2261
27788,2015,38155,648,3,7,2261
26581,2015,30024,262,9,7,2261
25822,2015,22690,201,1,7,2261
8999,2010,110000,145,5,7,2261
11987,2011,120211,553,2,7,2261
9999,2008,69002,554,3,7,2261
14995,2009,70649,324,5,7,2261
13425,2010,97699,394,15,7,2261
32295,2014,32501,535,29,7,2261
56889,2017,4163,243,21,7,2261
16368,2011,92609,847,18,7,2261
20995,2009,87847,329,18,7,2261
35991,2014,56379,152,9,7,2261
24600,2012,70970,271,7,7,2261
17950,2010,82473,328,1,7,2261
30495,2016,17550,158,6,7,2261
24500,2016,24002,1653,19,7,2261
38250,2017,4655,332,1,7,2261
32974,2014,27226,371,5,7,2261
53000,2016,9086,289,1,7,2261
24490,2014,56182,426,3,7,2261
33447,2015,31880,328,16,7,2261
38900,2014,9811,435,14,7,2261
34944,2014,31360,400,9,7,2261
27800,2014,33239,34,31,7,2261
33454,2014,32211,32,17,7,2261
20995,2014,38244,245,1,7,2261
21999,2014,32330,283,10,7,2261
23938,2014,41692,86,5,7,2261
30500,2014,25812,637,17,7,2261
26995,2014,40284,71,5,7,2261
18221,2013,38588,1029,10,7,2261
17995,2013,59000,1,19,7,2261
23900,2012,102134,596,9,7,2261
40488,2014,61610,120,19,7,2261
8900,2006,75832,357,17,7,2261
23982,2014,57623,68,10,7,2261
23988,2013,44980,1382,29,7,2261
36537,2014,27904,1363,15,7,2261
23997,2014,62282,151,4,7,2261
32777,2015,14402,111,29,7,2261
24000,2014,32040,361,27,7,2261
26995,2015,32991,286,18,7,2261
31800,2017,14086,331,1,7,2261
19450,2014,31482,580,1,7,2261
69990,2017,7929,189,17,7,2261
20995,2013,58004,1855,5,7,2261
38991,2016,19176,327,19,7,2261
19999,2012,38295,261,42,7,2261
83315,2014,4600,483,5,7,2261
24995,2016,9753,381,2,7,2261
20998,2014,29739,238,11,7,2261
16235,2015,48277,1256,33,7,2261
19500,2015,8400,59,1,7,2261
16000,2014,16754,158,17,7,2261
15995,2015,29660,331,1,7,2261
27995,2013,39816,429,5,7,2261
17736,2011,100021,1013,36,7,2261
29000,2013,49044,437,15,7,2261
22985,2012,40984,61,33,7,2261
28900,2013,47584,406,2,7,2261
42945,2017,6310,571,18,7,2261
26879,2014,33515,144,18,7,2261
19313,2014,95261,178,21,7,2261
46900,2017,5229,507,27,7,2261
43584,2017,4613,158,5,7,2261
40950,2014,24597,319,9,7,2261
46997,2015,30068,31,28,7,2261
51145,2017,2427,167,28,7,2261
44992,2015,33453,1847,26,7,2261
16141,2009,96378,342,9,7,2261
31436,2016,11265,42,17,7,2261
25981,2015,35029,238,17,7,2261
27385,2015,33399,68,5,7,2261
31460,2017,6093,90,21,7,2261
16000,2011,56170,167,9,7,2261
3395,2005,200000,176,40,7,2261
23999,2013,51225,1903,22,7,2261
22999,2014,97075,3,30,7,2261
40990,2016,12089,1816,22,7,2261
36995,2016,23965,397,37,7,2261
43998,2017,3716,301,1,7,2261
11497,2007,148721,301,18,7,2261
17995,2014,8115,602,41,7,2261
16929,2015,21599,399,33,7,2261
14500,2015,34784,436,2,7,2261
13750,2013,38667,360,1,7,2261
15883,2016,28382,61,5,7,2261
10499,2010,98150,342,5,7,2261
12637,2011,70986,223,2,7,2261
20898,2014,38004,399,21,7,2261
24850,2016,36241,171,1,7,2261
19999,2016,45566,238,15,7,2261
24995,2015,25025,135,5,7,2261
28400,2015,12541,37,15,7,2261
23995,2015,7111,485,5,7,2261
17492,2012,77966,626,19,7,2261
10900,2009,126025,86,27,7,2261
9400,2007,90302,317,18,7,2261
20491,2008,121017,414,25,7,2260
20568,2014,15618,158,1,7,2260
19995,2014,14761,81,22,7,2260
7995,2007,160242,103,5,7,2260
9844,2008,101132,59,16,7,2260
9800,2008,97096,1063,22,7,2260
7491,2006,114199,1863,27,7,2260
37000,2017,3151,51,17,7,2260
38990,2018,1163,51,32,7,2260
47975,2015,38568,640,29,7,2260
32995,2013,50555,302,1,7,2260
35950,2013,56189,1424,10,7,2260
39900,2014,37354,277,29,7,2260
39500,2014,34213,438,15,7,2260
38989,2014,33924,465,14,7,2260
32888,2014,44593,493,3,7,2260
16195,2013,80695,71,31,7,2260
18499,2013,85303,59,1,7,2260
14900,2012,80250,199,18,7,2260
30575,2014,45860,158,9,7,2260
18881,2009,70336,331,1,7,2260
12995,2007,69252,88,10,7,2260
20988,2015,29726,175,5,7,2260
28400,2015,27143,139,10,7,2260
7995,2007,129481,557,18,7,2260
9997,2007,85137,25,44,7,2260
14995,2010,75558,384,5,7,2260
18963,2011,55001,415,14,7,2260
14800,2012,72961,230,22,7,2260
17900,2011,71578,346,44,7,2260
16999,2011,33081,22,9,7,2260
7995,2009,116557,167,22,7,2260
13997,2010,71324,48,3,7,2260
5995,2004,86027,61,9,7,2260
37092,2015,14239,430,19,7,2260
15765,2007,56675,401,32,7,2260
4999,2007,166959,1816,1,7,2260
24985,2012,56626,48,10,7,2260
22669,2012,38380,192,19,7,2260
19995,2011,60483,480,5,7,2260
18999,2013,86821,581,21,7,2260
18998,2011,79919,297,29,7,2260
29227,2013,47541,161,15,7,2260
18995,2011,63018,482,38,7,2260
15964,2011,92337,528,35,7,2260
2800,2002,212326,609,21,7,2260
19977,2008,68231,371,17,7,2260
17995,2011,69809,362,5,7,2260
20500,2011,69192,82,10,7,2260
51925,2014,23968,81,19,7,2260
38500,2014,38045,59,32,7,2260
41895,2017,6191,199,28,7,2260
28195,2015,24788,71,18,7,2260
34992,2015,25504,1804,9,7,2260
24825,2014,27058,420,29,7,2260
38392,2014,23058,31,9,7,2260
22999,2012,49037,366,2,7,2260
19777,2013,33056,323,12,7,2260
19980,2012,34010,570,14,7,2260
23988,2012,73885,286,9,7,2260
44000,2017,4913,106,1,7,2260
37208,2017,4278,397,9,7,2260
31900,2017,4421,156,28,7,2260
32994,2016,16189,505,49,7,2260
43602,2017,11,592,5,7,2260
28995,2014,53873,382,16,7,2260
35900,2014,33354,144,17,7,2260
27600,2014,58760,301,40,7,2260
30998,2014,45927,10,1,7,2260
34950,2015,37989,247,9,7,2260
35995,2014,36550,1781,26,7,2260
29895,2014,45028,59,14,7,2260
43988,2016,7145,417,1,7,2260
22995,2015,42358,77,9,7,2260
28910,2014,31831,620,1,7,2260
22892,2014,47781,87,19,7,2260
24888,2014,53010,307,2,7,2260
26950,2014,48055,185,1,7,2260
41500,2014,27042,1085,18,7,2260
38995,2015,28419,781,9,7,2260
29499,2014,48548,704,29,7,2260
23790,2014,23951,197,9,7,2260
24487,2014,29703,243,12,7,2260
25777,2014,20381,167,5,7,2260
24996,2014,32256,335,22,7,2260
22995,2014,48663,331,29,7,2260
19000,2014,43612,296,10,7,2260
23850,2014,42602,277,29,7,2260
22995,2014,44360,61,14,7,2260
16110,2013,49916,1816,2,7,2260
11999,2012,115208,25,10,7,2260
17499,2014,40724,366,1,7,2260
27500,2014,35622,83,17,7,2260
27387,2014,61970,398,9,7,2260
25883,2014,29964,385,17,7,2260
26991,2014,31669,40,17,7,2260
26458,2015,31407,23,1,7,2260
25390,2015,41419,489,2,7,2260
24995,2014,46084,585,32,7,2260
23499,2014,16612,144,17,7,2260
23950,2014,35772,321,5,7,2260
11000,2009,90625,293,10,7,2260
15988,2011,80204,475,3,7,2260
9542,2004,82447,436,38,7,2260
33511,2014,30597,485,1,7,2260
34888,2017,13182,302,28,7,2260
27877,2014,28114,167,41,7,2260
44987,2016,25800,245,22,7,2260
27990,2014,25735,242,19,7,2260
12000,2011,96647,602,32,7,2260
36188,2017,26000,94,25,7,2260
5994,2001,77777,310,38,7,2260
23900,2014,47177,1502,1,7,2260
11990,2009,109000,1421,19,7,2260
8725,2007,96188,324,15,7,2260
13999,2010,101902,224,16,7,2260
19995,2010,131809,66,14,7,2260
23793,2015,34107,380,1,7,2260
17990,2015,50908,259,5,7,2260
19497,2014,52725,341,1,7,2260
20488,2014,34970,40,11,7,2260
19900,2014,53153,424,31,7,2260
19480,2015,28474,90,10,7,2260
60500,2017,7616,245,10,7,2260
16988,2010,80500,354,1,7,2260
40988,2015,24041,145,1,7,2260
23980,2011,57000,21,17,7,2260
35000,2015,29672,243,6,7,2260
31388,2014,28555,556,9,7,2260
20841,2013,70796,494,22,7,2260
27900,2014,44614,21,5,7,2260
37776,2017,4950,161,17,7,2260
30998,2016,17010,87,19,7,2260
31128,2016,15158,366,14,7,2260
15999,2008,81988,421,16,7,2260
27488,2016,30431,368,29,7,2260
8988,2011,159606,391,5,7,2260
27991,2012,46892,222,17,7,2260
46950,2006,18741,81,12,7,2260
119995,2012,24564,548,28,7,2260
159990,2015,5980,363,15,7,2260
20297,2014,32524,388,4,7,2260
17500,2013,45210,1792,11,7,2260
18886,2014,27151,554,15,7,2260
20897,2014,11026,1545,37,7,2260
16250,2015,29937,296,9,7,2260
27865,2017,491,238,19,7,2260
17000,2015,42603,88,28,7,2260
22034,2016,24135,320,28,7,2260
19500,2015,2234,496,11,7,2260
17999,2013,25955,1874,3,7,2260
14098,2014,46687,105,5,7,2260
15349,2013,25332,223,5,7,2260
17991,2016,25461,185,17,7,2260
16999,2015,32360,436,9,7,2260
17991,2016,18320,205,41,7,2260
25491,2014,37018,583,5,7,2260
5888,2002,107485,333,9,7,2260
18990,2014,50558,63,9,7,2260
5995,1999,68830,671,17,7,2260
26196,2010,80718,135,16,7,2260
20279,2011,71866,30,13,7,2260
15900,2011,119000,301,33,7,2260
16995,2011,97157,23,2,7,2260
29490,2013,29982,305,1,7,2260
24991,2013,79346,106,21,7,2260
39995,2017,4021,116,31,7,2260
34900,2015,25138,391,11,7,2260
40500,2017,7328,330,1,7,2260
29495,2014,31293,1298,9,7,2260
47695,2017,4793,525,25,7,2260
43988,2017,14378,64,10,7,2260
28782,2014,28895,199,1,7,2260
33985,2015,45455,331,10,7,2260
48495,2017,6729,1103,22,7,2260
44472,2017,5275,921,28,7,2260
12500,2011,103104,425,5,7,2260
42997,2014,27246,99,9,7,2260
52999,2017,12373,101,9,7,2260
39950,2014,24895,51,9,7,2260
61620,2017,4656,37,18,7,2260
20994,2009,77596,488,2,7,2260
42895,2014,13158,585,5,7,2260
14500,2010,92506,290,18,7,2260
10895,2008,122607,261,11,7,2260
8555,2006,102116,172,22,7,2260
6498,2003,97265,400,17,7,2260
28990,2002,30311,209,36,7,2260
35977,2017,10015,773,19,7,2260
28998,2015,17270,268,5,7,2260
29968,2015,31964,621,9,7,2260
31991,2017,6268,253,41,7,2260
23755,2014,47488,32,1,7,2260
22529,2014,42417,58,14,7,2260
15998,2011,94888,205,18,7,2260
13795,2010,91992,600,29,7,2260
13750,2008,88532,201,9,7,2260
12256,2010,116476,472,1,7,2260
38998,2016,31224,128,9,7,2260
39500,2016,22197,1812,14,7,2260
28900,2015,47284,243,18,7,2260
33963,2014,41153,30,5,7,2260
40900,2016,20608,167,18,7,2260
36595,2015,33438,1839,10,7,2260
39998,2016,12082,556,11,7,2260
32474,2016,38836,372,9,7,2260
35999,2015,35103,490,15,7,2260
31739,2015,45131,81,44,7,2260
34866,2016,29372,574,19,7,2260
8500,2005,107302,602,19,7,2260
18900,2011,85695,516,1,7,2260
22850,2013,71859,238,19,7,2260
12900,2012,159526,185,18,7,2260
18995,2013,84230,21,17,7,2260
11399,2007,100604,328,1,7,2260
5995,2005,175281,335,4,7,2260
9995,2006,176748,137,17,7,2260
18990,2014,23897,141,9,7,2260
19990,2015,39141,202,10,7,2260
19807,2017,19801,334,18,7,2260
14990,2014,46328,21,10,7,2260
11995,2016,17015,534,18,7,2260
15400,2014,44653,206,1,7,2260
16782,2017,30177,641,14,7,2260
10500,2014,77700,21,33,7,2260
13980,2015,23412,383,9,7,2260
12035,2013,53451,2060,40,7,2260
13599,2015,57692,308,9,7,2260
5995,2004,65752,613,14,7,2260
16999,2012,41846,432,11,7,2260
11988,2010,66562,338,38,7,2260
13980,2011,64000,324,10,7,2260
24448,2014,14825,10,18,7,2260
23990,2016,34299,1940,9,7,2260
20337,2015,43822,327,19,7,2260
12888,2013,64450,535,9,7,2260
17494,2015,42131,129,28,7,2260
38993,2018,2527,26,14,7,2260
27798,2015,20870,245,17,7,2260
23474,2015,29533,415,5,7,2260
24786,2015,17353,536,22,7,2260
24190,2016,12800,387,5,7,2260
14886,2012,121168,328,1,7,2260
16985,2012,50249,339,28,7,2260
8735,2004,78004,382,11,7,2260
9999,2004,69000,25,22,7,2260
4970,2007,126966,574,9,7,2260
13488,2012,73362,53,1,7,2260
20491,2014,55483,59,5,7,2260
18671,2014,50040,59,17,7,2260
14973,2012,83593,615,10,7,2260
59980,1997,88521,271,2,7,2260
34995,2017,2701,632,1,7,2259
21984,2015,18085,157,35,7,2259
20985,2015,16402,51,27,7,2259
11488,2007,104071,135,1,7,2259
9995,2008,111919,33,1,7,2259
