PRICE,YEAR,MILEAGE,CITY,STATE,MAKE,MODEL
25691,2015,44575,245,18,7,170
25892,2015,89000,836,15,7,170
31971,2017,2268,416,17,7,170
19888,2013,73665,354,3,7,170
23878,2014,44604,167,6,7,170
18995,2012,60368,479,10,7,170
17995,2012,69342,40,17,7,170
32100,2014,59797,58,28,7,170
38988,2016,26208,470,1,7,170
51435,2017,10,165,17,7,170
38950,2016,25130,383,2,7,170
36850,2015,31334,165,2,7,170
43987,2016,11156,390,10,7,170
37989,2015,36486,63,38,7,170
35988,2015,26322,125,9,7,170
34599,2015,34558,31,15,7,170
31290,2015,35999,90,9,7,170
33991,2016,40701,578,28,7,170
14988,2006,46000,348,9,7,170
8977,2006,99048,2074,35,7,170
3000,2005,155001,215,29,7,170
1569,2003,138011,176,5,7,170
23295,2012,69590,308,9,7,170
18839,2012,93531,220,15,7,170
4309,2002,95289,158,10,7,170
23985,2015,19893,158,19,7,170
19207,2017,20931,592,18,7,170
19207,2017,21629,203,2,7,170
13891,2014,29486,139,1,7,170
30995,2017,9093,1065,3,7,170
13749,2015,35514,1525,17,7,170
9988,2013,87078,342,5,7,170
12844,2013,65184,1035,3,7,170
8900,2006,34757,301,22,7,170
8959,2009,70106,139,5,7,170
6550,2007,113872,554,29,7,170
11795,2006,124712,433,28,7,170
4499,2008,124686,409,15,7,170
10990,2009,79754,82,7,7,170
7750,2007,56031,399,5,7,170
8500,2006,83940,434,5,7,170
9655,2008,61861,507,1,7,170
10276,2011,61514,81,24,7,170
6900,2011,118366,665,5,7,170
10995,2010,104302,92,15,7,170
14285,2013,50540,77,29,7,170
19647,2015,2782,1403,19,7,170
23995,2014,22062,650,36,7,170
20999,2014,20131,429,24,7,170
22640,2016,36740,81,9,7,170
20777,2015,34178,1082,23,7,170
19995,2015,24212,1810,19,7,170
17000,2014,23453,99,2,7,170
26453,2015,41228,144,5,7,170
23195,2015,32627,251,5,7,170
24795,2012,39653,1504,10,7,170
12995,2007,105892,428,11,7,170
9500,2007,99020,185,23,7,170
13995,2007,23595,303,10,7,170
18988,2012,4501,192,17,7,170
17999,2010,87147,1266,17,7,170
13300,2008,78640,26,19,7,169
15990,2011,47298,40,18,7,169
10485,2010,91809,391,2,7,169
36887,2014,36097,68,13,7,169
21970,2014,22747,71,18,7,169
24983,2016,19262,193,14,7,169
14990,2007,84722,438,14,7,169
69888,2011,28532,360,5,7,169
19995,2015,19880,286,5,7,169
26490,2012,73486,557,27,7,169
22299,2013,84913,159,9,7,169
35900,2014,31126,91,1,7,169
31595,2017,11521,290,5,7,169
45993,2014,25427,58,1,7,168
47900,2013,35614,94,19,7,168
15999,2014,14987,539,10,7,168
18751,2014,30135,347,38,7,168
14990,2014,23737,335,14,7,168
6500,2006,130624,135,16,7,168
5987,2004,168082,71,15,7,168
39998,2017,2445,59,9,7,168
40580,2017,10,341,2,7,168
30890,2016,14734,601,29,7,168
23555,2011,130471,436,10,7,168
24995,2007,51175,78,19,7,168
31890,2013,41911,37,28,7,168
40900,2014,45003,81,28,7,168
21495,2013,55344,427,19,7,168
16998,2009,65897,372,9,7,168
21599,2014,68672,442,13,7,168
22992,2015,25301,869,11,7,168
31475,2015,35296,5,28,7,168
11997,2013,96051,327,5,7,168
19400,2014,41165,395,1,7,168
6999,2007,171645,618,18,7,168
11575,2008,84155,648,5,7,168
13995,2011,96099,341,19,7,168
16974,2011,51056,324,18,7,168
10995,2010,114646,1063,18,7,168
14000,2011,75551,519,5,7,168
12995,2009,90796,71,2,7,168
11555,2009,88502,435,21,7,168
14731,2010,93051,313,2,7,168
9970,2009,78516,343,1,7,168
5999,2003,147921,630,42,7,168
29960,2014,76677,627,10,7,168
15898,2011,84098,49,15,7,168
17500,2006,49429,82,9,7,168
24998,2010,56001,37,9,7,168
27934,2013,54758,192,17,7,168
20995,2013,42316,507,6,7,168
43880,2013,31472,305,24,7,168
48499,2018,9411,207,49,7,168
44965,2017,9798,176,5,7,168
29995,2015,31267,310,5,7,168
39895,2017,12102,200,5,7,168
15488,2011,84775,357,9,7,168
11995,2011,103301,630,18,7,168
15974,2012,80842,277,16,7,168
31999,2016,4925,48,16,7,168
27995,2014,40989,48,2,7,168
36988,2014,22785,151,17,7,168
46191,2015,20042,223,27,7,168
34998,2014,28912,296,16,7,168
25990,2014,35431,341,25,7,168
28500,2014,27639,61,6,7,168
26000,2014,82906,402,19,7,168
24990,2015,40432,243,7,7,168
33500,2014,43299,1633,28,7,168
33596,2014,15454,504,14,7,168
30877,2014,33010,421,1,7,168
36974,2015,34526,72,19,7,168
29995,2014,22086,426,34,7,168
36489,2016,3308,39,29,7,168
23887,2014,42370,135,6,7,168
22991,2014,36136,141,18,7,168
23486,2015,28088,650,9,7,168
33991,2014,28930,104,1,7,168
39798,2015,16479,313,9,7,168
25500,2014,29133,132,2,7,168
29000,2015,20943,229,21,7,168
17500,2013,50920,48,1,7,168
31950,2014,23919,439,9,7,168
23495,2014,95039,611,28,7,168
26600,2015,30957,573,1,7,168
20833,2014,48560,501,9,7,168
19850,2014,47897,59,15,7,168
51000,2014,33631,31,14,7,168
29000,2012,51946,1188,14,7,168
21993,2014,44445,1772,9,7,168
26998,2014,48475,524,9,7,168
18995,2013,91400,399,5,7,168
29890,2014,54506,89,21,7,168
36987,2015,23139,248,10,7,168
40587,2017,8188,606,21,7,168
40587,2016,12019,310,9,7,168
35995,2017,14054,324,18,7,168
24509,2015,22694,615,24,7,168
14990,2013,61972,75,17,7,168
37000,2014,13253,334,14,7,168
34687,2014,43224,1422,5,7,168
28977,2014,49789,244,35,7,168
26000,2015,53863,238,6,7,168
21995,2016,53109,1284,14,7,168
18835,2013,51564,85,17,7,168
17999,2015,51319,201,35,7,168
9487,2011,116896,100,35,7,168
17995,2015,50089,341,42,7,168
35230,2014,62605,188,5,7,168
32000,2014,25062,180,14,7,168
42123,2015,39425,185,19,7,168
27499,2013,80715,514,9,7,168
30500,2013,50653,249,17,7,168
16997,2012,102199,553,14,7,168
29981,2014,53733,1703,9,7,168
41544,2017,7042,1877,10,7,168
33994,2016,17325,231,5,7,168
32950,2017,334,307,25,7,168
38962,2015,33505,170,14,7,168
11795,2008,132618,103,12,7,168
109718,2014,27735,567,29,7,168
163990,2016,18517,244,9,7,168
14888,2014,30952,395,17,7,168
18486,2016,8,83,2,7,168
22997,2015,15122,278,17,7,168
16971,2015,20126,347,9,7,168
15487,2014,47714,29,1,7,168
18990,2016,7005,447,9,7,168
21552,2016,10609,300,1,7,168
3950,2002,114350,364,5,7,168
19890,2013,22094,186,1,7,168
12950,2008,46042,478,9,7,168
25995,2011,110809,615,19,7,168
24995,2013,82478,183,37,7,168
28325,2013,45715,384,1,7,168
28980,2013,49801,392,10,7,168
25991,2012,54169,1113,19,7,168
18888,2013,88862,385,2,7,168
38593,2017,18690,42,9,7,168
25881,2014,34724,81,10,7,168
41900,2017,7124,599,9,7,168
41900,2017,9657,64,5,7,168
12000,2011,117717,27,3,7,168
36536,2014,40442,346,3,7,168
39000,2014,40910,331,29,7,168
55500,2017,6715,333,5,7,168
32485,2014,46361,1603,2,7,168
38995,2015,50321,357,41,7,168
36588,2014,42763,178,1,7,168
37997,2015,26941,442,9,7,168
33977,2014,45940,116,41,7,168
11995,2007,122450,55,19,7,168
24625,2015,32721,167,9,7,168
17333,2013,99148,748,5,7,168
21997,2010,45201,394,22,7,168
8410,2008,104380,144,19,7,168
6488,2008,202003,176,2,7,168
4449,2004,129451,1998,1,7,168
8996,2008,129303,648,12,7,168
11450,2011,141673,153,24,7,168
24500,2015,32591,247,42,7,168
48900,2017,9997,151,21,7,168
44000,2016,17373,286,5,7,168
33656,2015,35638,21,19,7,168
33999,2016,29370,322,18,7,168
31400,2015,36507,73,9,7,168
33992,2015,37987,201,19,7,168
29991,2014,36061,23,1,7,168
16717,2010,111853,194,2,7,168
13571,2010,131305,570,32,7,168
14995,2009,101715,58,2,7,168
15500,2007,122770,285,16,7,168
13988,2007,121659,181,2,7,168
9491,2007,152926,342,32,7,168
4000,2003,139401,104,19,7,168
9998,2006,111000,422,18,7,168
7590,2008,88015,395,9,7,168
19476,2013,36867,421,34,7,168
22995,2016,12956,1348,29,7,168
20888,2015,14445,254,3,7,168
10981,2014,101029,516,5,7,168
18995,2014,28052,382,28,7,168
18507,2017,28236,294,31,7,168
20180,2017,14534,107,17,7,168
10900,2012,71977,284,9,7,168
13995,2014,38978,595,18,7,168
14789,2015,20679,65,22,7,168
4500,2005,83045,1279,43,7,168
11580,2010,85638,61,30,7,168
9788,2008,44022,263,17,7,168
9876,2011,68666,144,18,7,168
13996,2010,49961,156,10,7,168
16988,2012,49922,26,35,7,168
23286,2014,24128,15,3,7,168
13200,2013,73299,483,19,7,168
13999,2012,79464,193,19,7,168
16480,2013,41848,340,6,7,168
20300,2015,17563,301,9,7,168
19860,2015,25785,38,21,7,168
31995,2016,5348,326,3,7,168
26992,2015,20624,182,1,7,168
24992,2015,34170,167,27,7,168
26995,2017,6805,36,18,7,168
22810,2015,16160,462,17,7,168
17747,2012,57173,135,9,7,168
31950,2016,12585,111,19,7,167
50000,2015,47014,42,18,7,167
10000,2010,130633,99,2,7,167
18995,2015,50074,81,2,7,167
7495,2006,110850,99,9,7,167
12981,2008,67132,570,5,7,167
13986,2011,62901,77,5,7,167
14995,2006,88256,136,18,7,167
18995,2011,72913,437,3,7,167
23444,2008,40586,129,1,7,167
24972,2016,28085,912,9,7,167
25999,2016,25649,380,9,7,167
37695,2017,4538,612,5,7,167
35407,2016,8200,397,5,7,167
49735,2018,13,399,3,7,167
33900,2014,47379,206,43,7,167
25895,2014,47955,165,19,7,167
32950,2014,33250,241,1,7,167
34998,2014,30179,81,5,7,167
41980,2015,5100,137,3,7,167
22988,2014,47651,791,1,7,167
25479,2014,41882,196,4,7,167
21490,2014,41147,372,9,7,167
31500,2015,23940,88,9,7,167
23840,2015,42600,1942,2,7,167
23988,2014,30895,505,2,7,167
9200,2009,141277,1403,27,7,167
47895,2017,8788,398,1,7,167
43991,2016,13590,588,10,7,167
17395,2014,95493,342,29,7,167
19495,2013,45100,447,9,7,167
34935,2017,4793,387,36,7,167
17000,2015,44674,53,16,7,167
26580,2015,37725,342,28,7,167
43493,2015,42000,185,11,7,167
8185,2011,105450,494,19,7,167
19900,2013,9783,63,5,7,167
21632,2016,10427,61,22,7,167
22612,2016,18768,420,2,7,167
15985,2010,45484,229,3,7,167
34877,2017,20019,22,16,7,167
27906,2014,40539,21,17,7,167
49900,2017,4153,26,25,7,167
55977,2017,4543,606,5,7,167
21990,2009,110055,578,17,7,167
36995,2014,48275,516,9,7,167
16900,2010,83050,23,3,7,167
25997,2014,32653,1581,1,7,167
8995,2011,129774,1168,10,7,167
39998,2016,38795,96,11,7,167
40500,2016,34013,316,9,7,167
31996,2015,27960,555,19,7,167
9995,2007,167620,335,1,7,167
7578,2008,194613,174,22,7,167
11997,2008,34154,90,40,7,167
6000,2005,102782,71,15,7,167
11945,2014,67269,440,1,7,167
14995,2014,3001,335,19,7,167
10300,2010,70760,855,44,7,167
32995,2017,5759,342,5,7,167
24900,2015,42459,673,28,7,167
13500,2011,68566,541,11,7,166
7700,2008,102386,548,2,7,165
9750,2005,83111,475,33,7,165
18980,2013,39810,77,21,7,165
24900,2014,27143,81,41,7,165
28590,2014,30099,82,18,7,165
20899,2014,43449,331,12,7,165
38995,2017,12175,429,19,7,165
23888,2014,60517,68,5,7,165
7995,2007,105058,108,14,7,165
31777,2017,10,202,37,7,165
32994,2013,41351,137,35,7,165
30980,2014,79380,66,17,7,165
31996,2015,38177,81,1,7,165
17900,2012,77847,59,2,7,165
16946,2014,37494,309,5,7,165
7850,2005,92969,1239,9,7,165
15982,2012,64497,283,14,7,165
45707,2017,4512,92,42,7,165
20800,2014,60606,38,10,7,165
44991,2017,7153,163,11,7,165
32000,2014,47221,260,11,7,165
34873,2015,26876,129,14,7,165
35931,2015,12558,113,19,7,165
21996,2012,84007,330,1,7,165
14995,2008,100589,1156,38,7,165
19807,2017,18042,435,14,7,165
18999,2016,18215,22,5,7,165
20610,2015,28880,42,14,7,165
22490,2016,34654,278,27,7,165
12275,2012,110753,390,29,7,165
20999,2014,13955,315,29,7,164
8750,2008,104325,222,16,7,164
39973,2017,979,385,29,7,164
39900,2011,31516,318,19,7,164
39999,2013,93120,335,3,7,164
55998,2017,2318,145,9,7,164
40895,2014,40802,428,3,7,164
10480,2008,112951,1669,6,7,164
23990,2014,25969,31,5,7,164
15970,2013,64627,83,2,7,164
7995,2007,75558,98,22,7,164
9096,2007,83823,334,14,7,164
20581,2013,42893,367,5,7,164
20918,2013,32424,83,17,7,164
17991,2010,62200,66,10,7,164
12999,2009,75462,99,2,7,164
12685,2011,96972,59,40,7,164
10995,2011,158790,414,14,7,164
5499,2008,127210,367,1,7,164
12990,2008,76435,382,3,7,164
35999,2014,16801,2035,9,7,164
34000,2015,32469,158,1,7,164
52000,2017,4378,22,9,7,164
17995,2011,84217,847,29,7,164
14413,2011,74341,202,14,7,164
6995,2003,134895,29,11,7,164
2668,2000,215604,172,9,7,164
27448,2015,53610,22,14,7,164
27085,2016,16685,141,6,7,164
41950,2014,12299,237,9,7,164
15995,2011,91538,282,32,7,164
22790,2010,52575,176,5,7,164
27995,2017,9531,58,19,7,164
43489,2017,4471,246,9,7,164
35750,2017,4557,299,1,7,164
36999,2017,7773,367,31,7,164
42967,2017,3597,158,34,7,164
35500,2017,6245,402,12,7,164
32990,2017,6751,106,9,7,164
28975,2014,46149,235,5,7,164
26193,2014,47851,49,33,7,164
26999,2014,44122,48,19,7,164
29500,2014,35939,824,24,7,164
25790,2014,39997,1769,9,7,164
30999,2014,37682,165,1,7,164
29250,2015,56574,23,15,7,164
28895,2014,40178,99,9,7,164
34497,2014,40691,25,9,7,164
37990,2014,34612,632,12,7,164
24239,2014,37286,296,18,7,164
23995,2014,28909,436,11,7,164
29891,2015,35352,48,15,7,164
31500,2015,2336,97,10,7,164
26998,2014,33111,289,10,7,164
21990,2014,23661,175,25,7,164
23800,2014,43418,977,19,7,164
18900,2014,22555,563,42,7,164
22995,2014,38889,94,2,7,164
24900,2015,25571,836,22,7,164
22500,2015,34467,104,1,7,164
32999,2014,30605,111,1,7,164
22000,2015,41783,315,1,7,164
17495,2013,55546,890,19,7,164
21897,2014,42464,432,5,7,164
18990,2015,46227,400,16,7,164
6988,2004,137027,53,1,7,164
25000,2013,19382,174,10,7,164
10577,2009,103288,2028,9,7,164
23000,2014,47678,135,38,7,164
17999,2013,42710,1008,9,7,164
29000,2015,18930,195,1,7,164
22995,2015,37144,380,32,7,164
2950,2000,172564,62,22,7,164
6000,2004,126757,454,5,7,164
35964,2014,26369,606,1,7,164
36591,2014,32481,5,15,7,164
23985,2016,42672,120,28,7,164
61950,2017,5327,82,11,7,164
49800,2015,17055,176,21,7,164
33995,2014,21777,390,17,7,164
29840,2015,72800,30,21,7,164
30995,2014,57028,289,16,7,164
41677,2014,16505,650,1,7,164
19995,2012,73168,249,41,7,164
15999,2012,118443,81,25,7,164
26950,2014,51820,309,21,7,164
27500,2014,45327,104,18,7,164
21991,2013,82916,293,37,7,164
29986,2015,23855,394,5,7,164
21881,2012,55411,635,29,7,164
35400,2017,18228,879,19,7,164
31275,2017,2945,305,1,7,164
18395,2015,29075,219,3,7,164
15495,2014,38424,322,10,7,164
16599,2013,36526,357,1,7,164
15495,2015,43977,38,6,7,164
18910,2015,15213,441,11,7,164
37071,2016,38164,42,2,7,164
38498,2016,56,611,22,7,164
24498,2014,51050,63,2,7,164
10988,2008,105154,339,5,7,164
7995,2005,79000,296,41,7,164
17000,2013,68335,572,41,7,164
17400,2014,36169,310,1,7,164
22995,2012,89191,392,9,7,164
20444,2011,59412,298,12,7,164
14787,2011,111954,664,9,7,164
16485,2012,79765,552,21,7,164
31588,2014,26469,1622,30,7,164
29847,2014,22817,317,9,7,164
55994,2016,11453,29,10,7,164
36363,2015,37781,1369,31,7,164
13500,2009,91000,313,21,7,164
13990,2007,96200,327,1,7,164
28737,2015,11970,111,1,7,164
24697,2015,43875,398,14,7,164
11900,2007,109569,335,14,7,164
12488,2010,98509,324,19,7,164
14991,2009,93572,397,17,7,164
13398,2008,79576,440,5,7,164
13991,2011,92025,426,3,7,164
18995,2009,52085,55,1,7,164
6995,2004,132345,1634,1,7,164
16794,2012,106445,397,1,7,164
19985,2013,58449,630,5,7,164
18789,2017,28626,337,19,7,164
19880,2017,23057,671,42,7,164
16953,2017,23608,301,29,7,164
14300,2014,7544,369,1,7,164
22777,2015,42402,327,1,7,164
17633,2014,37852,428,9,7,164
23100,2015,14405,61,29,7,164
17900,2015,32100,893,19,7,164
26400,2015,39946,363,23,7,164
27900,2015,34720,586,15,7,164
23789,2015,33660,77,9,7,164
27948,2016,12499,135,7,7,164
33000,2017,5224,192,14,7,164
13977,2010,98692,511,36,7,164
22432,2014,26898,324,11,7,164
26600,2017,4811,175,11,7,164
101900,2012,9556,145,35,7,163
22897,2015,10523,58,16,7,163
39400,2017,7649,619,10,7,163
29646,2011,70825,71,17,7,163
17200,2002,80219,2001,22,7,163
43000,2013,21430,1546,16,7,163
39995,2014,30317,29,36,7,163
8495,2007,124440,91,3,7,163
7700,2009,71820,167,17,7,163
16999,2009,64184,821,28,7,163
21999,2011,85100,26,14,7,163
16957,2011,91155,144,19,7,163
12995,2005,118360,140,41,7,163
29437,2010,41030,715,9,7,163
16500,2011,72841,250,2,7,163
4995,2003,97281,221,22,7,163
39900,2017,4559,48,18,7,163
35900,2015,18554,58,4,7,163
27995,2015,12422,159,15,7,163
50998,2017,3484,572,11,7,163
27990,2016,14540,81,11,7,163
41900,2017,7569,337,2,7,163
36599,2017,9687,327,11,7,163
42777,2017,4836,137,31,7,163
35999,2017,4511,105,25,7,163
33900,2017,4475,94,10,7,163
32000,2014,45135,417,2,7,163
32995,2014,46322,506,19,7,163
33988,2016,21099,332,30,7,163
24190,2014,44889,1775,5,7,163
24990,2014,37756,396,19,7,163
27505,2015,38963,175,15,7,163
12999,2009,79657,651,9,7,163
32000,2014,22977,309,17,7,163
25900,2015,34575,307,16,7,163
40888,2015,18960,232,21,7,163
26240,2014,31912,167,9,7,163
19295,2014,46216,538,28,7,163
24980,2014,17548,290,22,7,163
24321,2014,22100,159,42,7,163
26000,2014,27366,161,9,7,163
19500,2015,50566,296,6,7,163
17998,2014,73118,331,9,7,163
23820,2014,38531,26,47,7,163
13995,2012,81279,29,15,7,163
24522,2014,46280,324,28,7,163
16995,2013,55811,444,21,7,163
20477,2013,57042,53,3,7,163
32500,2012,33736,42,10,7,163
32995,2015,31889,539,1,7,163
24999,2012,64632,201,17,7,163
52995,2016,25631,368,9,7,163
32400,2017,7458,506,1,7,163
26890,2014,34157,554,12,7,163
35992,2015,21917,1117,5,7,163
19000,2014,35205,61,21,7,163
10795,2011,106951,99,5,7,163
31577,2014,49502,71,16,7,163
29706,2016,9079,493,9,7,163
7495,2007,85775,289,42,7,163
26598,2012,68810,412,17,7,163
33000,2014,21728,419,6,7,163
28995,2015,17178,222,19,7,163
11998,2007,117212,602,21,7,163
28171,2016,7280,42,9,7,163
32552,2014,31125,31,27,7,163
87500,2012,57262,566,23,7,163
18500,2013,66226,159,5,7,163
22495,2014,3289,80,30,7,163
19995,2014,31461,92,28,7,163
20699,2014,30697,46,45,7,163
17562,2015,12489,149,27,7,163
37966,2017,5183,1634,1,7,163
39495,2017,732,225,2,7,163
23175,2014,65245,167,19,7,163
21350,2014,75849,324,5,7,163
20999,2014,51326,59,18,7,163
21932,2014,40826,165,14,7,163
46388,2017,4801,48,6,7,163
49000,2017,3171,147,21,7,163
47300,2014,48683,167,9,7,163
35350,2014,44884,289,1,7,163
37991,2014,48025,383,33,7,163
49299,2017,13000,301,19,7,163
40168,2015,29730,90,28,7,163
15985,2010,94006,102,38,7,163
41771,2018,670,176,41,7,163
13995,2010,77763,68,29,7,163
18176,2012,70898,223,1,7,163
20991,2014,55545,81,22,7,163
12543,2012,129186,331,17,7,163
28800,2014,35233,83,28,7,163
34660,2014,19396,167,11,7,163
34797,2016,39500,567,15,7,163
34988,2015,35620,1271,38,7,163
7980,2004,99600,29,10,7,163
5497,2007,142966,58,1,7,163
16982,2010,103786,172,5,7,163
20998,2011,74318,37,22,7,163
10994,2006,92432,106,1,7,163
15817,2015,39046,1942,1,7,163
17488,2016,31453,227,31,7,163
13195,2014,58127,434,3,7,163
16534,2014,12731,525,17,7,163
8995,2007,102031,31,29,7,163
15520,2012,61799,460,47,7,163
12888,2013,114103,1686,19,7,163
16995,2012,37052,245,17,7,163
22767,2014,23052,238,9,7,163
24981,2015,23030,444,18,7,163
20995,2015,29579,205,5,7,163
18500,2015,12627,394,39,7,163
16999,2015,30940,58,19,7,163
22500,2015,24144,106,9,7,163
23997,2015,35422,180,3,7,163
22971,2015,30945,81,22,7,163
24980,2015,15162,574,5,7,163
6998,2006,133540,68,9,7,163
19699,2014,39822,106,2,7,163
24597,2014,21217,342,2,7,163
9990,2009,115580,251,19,7,163
4295,2003,176356,77,9,7,163
21523,2016,18598,1010,44,7,163
18900,2014,18448,434,18,7,162
35980,2012,28630,385,9,7,162
45975,2014,24449,220,9,7,162
28750,2014,54519,579,41,7,162
13478,2013,79144,175,19,7,162
14973,2011,57554,53,18,7,162
26998,2015,28531,666,22,7,162
42500,2014,33525,1595,5,7,162
40885,2014,12535,86,42,7,162
33995,2015,39040,137,10,7,162
28695,2014,52289,220,9,7,162
22998,2014,32205,172,19,7,162
22843,2014,71333,296,28,7,162
25998,2015,30064,587,3,7,162
27599,2015,31899,95,11,7,162
27552,2015,29239,338,10,7,162
19990,2011,37601,71,2,7,162
32860,2017,4830,67,3,7,162
37000,2017,12039,397,28,7,162
21900,2015,21065,517,3,7,162
37899,2014,30057,1309,17,7,162
32515,2016,8244,324,5,7,162
10641,2011,62805,50,9,7,162
19987,2014,29212,283,11,7,162
14985,2015,22097,282,1,7,162
24390,2013,70048,68,21,7,162
26995,2011,36288,447,36,7,162
15150,2011,105838,241,19,7,162
42997,2014,57301,37,28,7,162
13457,2009,105743,169,1,7,162
37491,2017,29914,392,1,7,162
32078,2014,43215,104,9,7,162
40900,2016,25064,195,29,7,162
33572,2015,23852,349,16,7,162
11000,2006,101185,425,14,7,162
14154,2009,105314,241,5,7,162
30988,2017,22456,335,27,7,162
3790,2007,122992,244,3,7,162
24094,2015,25552,639,19,7,162
22989,2014,18545,174,22,7,161
16999,2011,52225,157,1,7,161
48900,2016,6694,342,9,7,161
8995,2008,88151,193,23,7,161
24490,2014,46774,301,20,7,161
20900,2014,25788,310,17,7,160
38877,2017,4411,100,28,7,160
34944,2017,5580,81,18,7,160
35390,2014,53750,571,6,7,160
32888,2014,29578,58,42,7,160
54793,2016,24,136,30,7,160
16900,2008,50958,650,21,7,160
15000,2008,45231,23,19,7,160
21654,2015,50762,1507,9,7,160
7995,2007,87929,71,29,7,160
13773,2011,88658,336,29,7,160
19999,2011,51058,119,1,7,160
14950,2009,59671,169,14,7,160
22995,2013,67810,1846,6,7,160
3995,2004,161886,98,18,7,160
47895,2014,60339,632,29,7,160
6988,2007,132152,528,14,7,160
25736,2014,22225,92,5,7,160
57775,2016,8048,625,2,7,160
22495,2016,43700,624,5,7,160
29495,2016,5999,395,9,7,160
26630,2014,46210,21,1,7,160
33992,2014,23963,586,9,7,160
28995,2015,39026,103,50,7,160
35500,2014,46134,83,37,7,160
27986,2014,34104,973,9,7,160
22000,2014,35697,25,28,7,160
21701,2014,47616,388,9,7,160
19969,2014,55090,1760,16,7,160
28998,2014,18606,507,18,7,160
27900,2014,35545,172,35,7,160
29872,2014,24432,1777,2,7,160
21977,2012,30112,206,22,7,160
21740,2014,48553,235,9,7,160
48440,2016,11602,321,9,7,160
36995,2016,15292,566,3,7,160
44900,2017,11865,48,1,7,160
47772,2017,18205,602,41,7,160
23587,2014,32398,61,1,7,160
35399,2012,25133,556,9,7,160
21995,2014,48128,137,9,7,160
25499,2014,54723,253,9,7,160
23991,2012,37089,102,5,7,160
45991,2017,5705,394,1,7,160
39995,2017,10722,227,15,7,160
11999,2008,89445,153,9,7,160
45900,2008,10800,114,5,7,160
106986,2010,29000,367,2,7,160
15930,2014,50086,130,5,7,160
22981,2016,9875,254,12,7,160
14742,2013,60085,595,19,7,160
16388,2015,27068,175,9,7,160
17988,2016,8569,335,9,7,160
8445,2006,189022,299,28,7,160
19999,2013,55812,1865,2,7,160
11795,2011,91869,615,9,7,160
11988,2010,111808,394,31,7,160
7550,2005,136978,106,39,7,160
16988,2011,107627,167,14,7,160
37333,2017,17073,444,9,7,160
28664,2015,37052,36,9,7,160
38998,2014,56075,600,41,7,160
54977,2017,4496,615,9,7,160
30985,2011,42173,42,16,7,160
29900,2015,32886,417,17,7,160
27444,2015,36393,441,14,7,160
23388,2013,43684,202,28,7,160
39989,2016,27777,249,19,7,160
18991,2012,70242,77,11,7,160
9974,2007,135077,178,1,7,160
18999,2010,82375,66,10,7,160
18499,2017,5885,398,19,7,160
18395,2016,2056,1726,16,7,160
12999,2012,59050,296,18,7,160
14988,2014,36311,385,19,7,160
19936,2014,58260,324,35,7,160
14332,2012,60100,68,2,7,160
22999,2016,34622,397,1,7,160
19750,2014,67237,1123,2,7,160
18996,2015,7738,368,5,7,160
33555,2016,7312,328,14,7,160
27299,2015,13799,430,32,7,160
23500,2015,26606,83,17,7,160
10399,2010,146845,796,25,7,160
24289,2017,5068,199,5,7,160
32995,2013,29183,71,10,7,159
33534,2014,49017,384,44,7,159
21668,2013,32520,222,5,7,159
26698,2014,31809,322,2,7,159
22994,2014,20515,244,28,7,158
12999,2012,91267,1217,14,7,158
33994,2017,3126,1407,1,7,158
17999,2015,10588,317,15,7,158
33089,2016,20627,417,9,7,158
15988,2011,118634,617,28,7,158
12595,2009,42649,643,9,7,158
99950,2011,16048,466,1,7,157
16976,2014,20250,83,10,7,157
8499,2007,104808,48,5,7,157
34951,2016,12939,128,30,7,157
33888,2014,27538,436,28,7,157
22987,2015,36133,98,10,7,157
7917,2006,87122,579,22,7,157
17205,2011,68413,324,9,7,157
13995,2010,79601,26,5,7,157
10200,2009,99133,384,16,7,157
9588,2005,64858,184,4,7,157
29409,2015,33281,100,5,7,157
20395,2011,56778,31,32,7,157
25222,2013,43608,82,38,7,157
21450,2013,67024,876,10,7,157
25995,2011,80713,564,1,7,157
48995,2017,4127,661,2,7,157
42690,2016,7042,317,26,7,157
39980,2018,152,491,11,7,157
30995,2014,25683,317,34,7,157
28999,2014,34961,310,3,7,157
21995,2014,63127,81,42,7,157
29764,2015,41961,83,14,7,157
24899,2014,41624,345,2,7,157
29888,2015,30523,1300,9,7,157
26495,2014,53321,189,15,7,157
30991,2014,10492,1808,15,7,157
20751,2014,65038,386,33,7,157
32000,2014,21374,419,2,7,157
26000,2014,56705,145,1,7,157
24222,2014,39875,826,19,7,157
21895,2014,54383,298,15,7,157
17995,2013,57777,628,10,7,157
31995,2014,33804,436,24,7,157
32598,2014,32513,872,35,7,157
18888,2012,40945,540,19,7,157
41997,2018,3742,317,9,7,157
42500,2014,26001,38,1,7,157
30399,2014,33673,580,21,7,157
28995,2014,28155,104,2,7,157
16995,2013,46020,339,9,7,157
30999,2016,30264,64,14,7,157
8995,2007,95951,128,30,7,157
8950,2005,72990,342,9,7,157
9499,2010,114864,387,11,7,157
21999,2011,77976,308,33,7,157
24480,2015,28106,295,14,7,157
36490,2014,44652,601,3,7,157
22995,2012,76316,328,1,7,157
19477,2013,68191,229,9,7,157
39987,2015,45559,339,14,7,157
9995,2011,60876,31,9,7,157
20277,2014,66236,246,16,7,157
19994,2015,22540,380,9,7,157
17888,2015,23888,405,29,7,157
18766,2016,9,111,9,7,157
